"name_a","name_b","severity","rxcui_a","rxcui_b","sources"
"Paclitaxel","Telithromycin","moderate","56946","274786","ndf-rt+openfda"
"Paclitaxel","Natalizumab","reported","56946","354770","ndf-rt"
"Paclitaxel","Indinavir","moderate","56946","114289","ndf-rt+openfda"
"Paclitaxel","Fosphenytoin","severe","56946","72236","ndf-rt+openfda"
"Paclitaxel","Nelfinavir","moderate","56946","134527","ndf-rt+openfda"
"Paclitaxel","Varicella","reported","56946","11131","ndf-rt"
"Paclitaxel","Mibefradil","reported","56946","83213","ndf-rt"
"Paclitaxel","St. John's Wort","reported","56946","258326","ndf-rt"
"Paclitaxel","Atazanavir","severe","56946","343047","ndf-rt+openfda"
"Paclitaxel","Clozapine (Fazaclo)","reported","56946","542974","ndf-rt"
"Paclitaxel","Conivaptan","reported","56946","302285","ndf-rt"
"Paclitaxel","Posaconazole","reported","56946","282446","ndf-rt"
"Paclitaxel","Fingolimod","reported","56946","1012892","ndf-rt"
"Paclitaxel","Boceprevir","reported","56946","1102129","ndf-rt"
"Paclitaxel","Telaprevir","reported","56946","1102261","ndf-rt"
"Paclitaxel","Deferiprone","reported","56946","11645","ndf-rt"
"Paclitaxel","Ivacaftor","reported","56946","1243041","ndf-rt"
"Rifabutin","Risperidone","reported","55672","35636","ndf-rt"
"Rifabutin","Tacrolimus","moderate","55672","42316","ndf-rt+openfda"
"Rifabutin","Budesonide","reported","55672","19831","ndf-rt"
"Rifabutin","Saquinavir","contraindicated","55672","83395","ndf-rt+onc"
"Rifabutin","Nisoldipine","reported","55672","7435","ndf-rt"
"Rifabutin","Glimepiride","reported","55672","25789","ndf-rt"
"Rifabutin","Ritonavir","contraindicated","55672","85762","ndf-rt+onc"
"Rifabutin","Docetaxel","reported","55672","72962","ndf-rt"
"Rifabutin","Repaglinide","reported","55672","73044","ndf-rt"
"Rifabutin","Efavirenz","moderate","55672","195085","ndf-rt+openfda"
"Rifabutin","Amprenavir","contraindicated","55672","228656","ndf-rt+onc"
"Rifabutin","Rosiglitazone","reported","55672","84108","ndf-rt"
"Rifabutin","Pioglitazone","reported","55672","33738","ndf-rt"
"Rifabutin","Sirolimus","moderate","55672","35302","ndf-rt+openfda"
"Rifabutin","Exemestane","reported","55672","258494","ndf-rt"
"Rifabutin","Imatinib","reported","55672","282388","ndf-rt"
"Rifabutin","Etonogestrel","moderate","55672","14584","ndf-rt+openfda"
"Rifabutin","Voriconazole","severe","55672","121243","ndf-rt+openfda"
"Rifabutin","Aripiprazole","reported","55672","89013","ndf-rt"
"Rifabutin","Aprepitant","reported","55672","358255","ndf-rt"
"Rifabutin","Gefitinib","reported","55672","328134","ndf-rt"
"Rifabutin","Bortezomib","reported","55672","358258","ndf-rt"
"Rifabutin","Fosamprenavir","contraindicated","55672","358262","ndf-rt+onc"
"Rifabutin","Erlotinib","reported","55672","337525","ndf-rt"
"Rifabutin","Estrone","severe","55672","4103","ndf-rt+openfda"
"Rifabutin","Aloe/Hydrocortisone","reported","55672","217625","ndf-rt"
"Rifabutin","Digoxin Antibodies Fab Fragments [Chemical/Ingredi","reported","55672","203223","ndf-rt"
"Rifabutin","Indinavir","contraindicated","55672","114289","ndf-rt+onc"
"Rifabutin","Irinotecan","reported","55672","51499","ndf-rt"
"Rifabutin","Nelfinavir","contraindicated","55672","134527","ndf-rt+onc"
"Rifabutin","Delavirdine","severe","55672","83816","ndf-rt+openfda"
"Rifabutin","Quetiapine","reported","55672","51272","ndf-rt"
"Rifabutin","Toremifene","moderate","55672","38409","ndf-rt+openfda"
"Rifabutin","Atazanavir","contraindicated","55672","343047","ndf-rt+onc"
"Rifabutin","Ramelteon","reported","55672","596205","ndf-rt"
"Rifabutin","Sorafenib","reported","55672","495881","ndf-rt"
"Rifabutin","Ranolazine","severe","55672","35829","ndf-rt+openfda"
"Rifabutin","Sunitinib","reported","55672","357977","ndf-rt"
"Rifabutin","Darunavir","contraindicated","55672","460132","ndf-rt+onc"
"Rifabutin","Dasatinib","moderate","55672","475342","ndf-rt+openfda"
"Rifabutin","Posaconazole","moderate","55672","282446","ndf-rt+openfda"
"Rifabutin","Paliperidone","reported","55672","679314","ndf-rt"
"Rifabutin","Lapatinib","reported","55672","480167","ndf-rt"
"Rifabutin","Temsirolimus","reported","55672","657797","ndf-rt"
"Rifabutin","Maraviroc","reported","55672","620216","ndf-rt"
"Rifabutin","Ixabepilone","reported","55672","337523","ndf-rt"
"Rifabutin","Nilotinib","moderate","55672","662281","ndf-rt+openfda"
"Rifabutin","Etravirine","severe","55672","475969","ndf-rt+openfda"
"Rifabutin","Everolimus","severe","55672","141704","ndf-rt+openfda"
"Rifabutin","Tolvaptan","reported","55672","358257","ndf-rt"
"Rifabutin","Dronedarone","reported","55672","233698","ndf-rt"
"Rifabutin","Romidepsin","reported","55672","877510","ndf-rt"
"Rifabutin","Pazopanib","reported","55672","714438","ndf-rt"
"Rifabutin","Cabazitaxel","reported","55672","996051","ndf-rt"
"Rifabutin","Ulipristal","reported","55672","1005921","ndf-rt"
"Rifabutin","Lurasidone","reported","55672","1040028","ndf-rt"
"Rifabutin","Abiraterone","reported","55672","1100072","ndf-rt"
"Rifabutin","Vandetanib","reported","55672","1098413","ndf-rt"
"Rifabutin","Telaprevir","reported","55672","1102261","ndf-rt"
"Rifabutin","Rilpivirine","severe","55672","1102270","ndf-rt+openfda"
"Rifabutin","Crizotinib","reported","55672","1148495","ndf-rt"
"Rifabutin","Axitinib","reported","55672","1242999","ndf-rt"
"Rifabutin","Ivacaftor","severe","55672","1243041","ndf-rt+openfda"
"Amlodipine","Ritonavir","severe","17767","85762","ndf-rt+openfda"
"Amlodipine","Telithromycin","reported","17767","274786","ndf-rt"
"Amlodipine","Conivaptan","reported","17767","302285","ndf-rt"
"Amlodipine","Boceprevir","reported","17767","1102129","ndf-rt"
"Amlodipine","Telaprevir","reported","17767","1102261","ndf-rt"
"Sotalol","Cisapride","contraindicated","9947","35255","ndf-rt+onc"
"Sotalol","Sevoflurane","contraindicated","9947","36453","ndf-rt+onc"
"Sotalol","Saquinavir","reported","9947","83395","ndf-rt"
"Sotalol","Levofloxacin","reported","9947","82122","ndf-rt"
"Sotalol","Fenoldopam","reported","9947","24853","ndf-rt"
"Sotalol","Citalopram","contraindicated","9947","2556","ndf-rt+onc"
"Sotalol","Cilostazol","reported","9947","21107","ndf-rt"
"Sotalol","Moxifloxacin","contraindicated","9947","139462","ndf-rt+onc"
"Sotalol","Gatifloxacin","reported","9947","228476","ndf-rt"
"Sotalol","Dofetilide","contraindicated","9947","49247","ndf-rt+onc"
"Sotalol","Ziprasidone","reported","9947","115698","ndf-rt"
"Sotalol","Gemifloxacin","reported","9947","138099","ndf-rt"
"Sotalol","Vardenafil","reported","9947","306674","ndf-rt"
"Sotalol","Telithromycin","reported","9947","274786","ndf-rt"
"Sotalol","Epinephrine,Racemic","reported","9947","66887","ndf-rt"
"Sotalol","Ibutilide","contraindicated","9947","41289","ndf-rt+onc"
"Sotalol","Donepezil","reported","9947","135447","ndf-rt"
"Sotalol","Anagrelide","contraindicated","9947","596724","ndf-rt+onc"
"Sotalol","Toremifene","moderate","9947","38409","ndf-rt+openfda"
"Sotalol","Sorafenib","reported","9947","495881","ndf-rt"
"Sotalol","Ranolazine","reported","9947","35829","ndf-rt"
"Sotalol","Domperidone","contraindicated","9947","3626","ndf-rt+onc"
"Sotalol","Paliperidone","reported","9947","679314","ndf-rt"
"Sotalol","Nilotinib","reported","9947","662281","ndf-rt"
"Sotalol","Tetrabenazine","reported","9947","10390","ndf-rt"
"Sotalol","Iloperidone","reported","9947","73178","ndf-rt"
"Sotalol","Dronedarone","contraindicated","9947","233698","ndf-rt+onc"
"Sotalol","Asenapine","reported","9947","784649","ndf-rt"
"Sotalol","Romidepsin","reported","9947","877510","ndf-rt"
"Sotalol","Telavancin","reported","9947","473837","ndf-rt"
"Sotalol","Fingolimod","reported","9947","1012892","ndf-rt"
"Sotalol","Eribulin","reported","9947","1045453","ndf-rt"
"Sotalol","Vandetanib","contraindicated","9947","1098413","ndf-rt+onc"
"Sotalol","Ezogabine","reported","9947","1112990","ndf-rt"
"Sotalol","Vemurafenib","reported","9947","1147220","ndf-rt"
"Sotalol","Crizotinib","reported","9947","1148495","ndf-rt"
"Paroxetine","Risperidone","moderate","32937","35636","ndf-rt+openfda"
"Paroxetine","Sumatriptan","reported","32937","37418","ndf-rt"
"Paroxetine","Zolmitriptan","reported","32937","135775","ndf-rt"
"Paroxetine","Rizatriptan","moderate","32937","88014","ndf-rt+openfda"
"Paroxetine","Linezolid","severe","32937","190376","ndf-rt+openfda"
"Paroxetine","Almotriptan","reported","32937","279645","ndf-rt"
"Paroxetine","Frovatriptan","reported","32937","228783","ndf-rt"
"Paroxetine","Eletriptan","reported","32937","231049","ndf-rt"
"Paroxetine","Duloxetine","moderate","32937","72625","ndf-rt+openfda"
"Paroxetine","Tramadol","reported","32937","10689","ndf-rt"
"Paroxetine","Naratriptan","reported","32937","141366","ndf-rt"
"Paroxetine","Sibutramine","reported","32937","36514","ndf-rt"
"Paroxetine","St. John's Wort","reported","32937","258326","ndf-rt"
"Paroxetine","Atomoxetine","severe","32937","38400","ndf-rt+openfda"
"Paroxetine","Clozapine (Fazaclo)","reported","32937","542974","ndf-rt"
"Paroxetine","Rasagiline","reported","32937","134748","ndf-rt"
"Paroxetine","Tetrabenazine","moderate","32937","10390","ndf-rt+openfda"
"Paroxetine","Tapentadol","reported","32937","787390","ndf-rt"
"Benazepril","Sirolimus","moderate","18867","35302","ndf-rt+openfda"
"Benazepril","Diet Aid","reported","18867","216598","ndf-rt"
"Benazepril","Aliskiren","reported","18867","325646","ndf-rt"
"Benazepril","Temsirolimus","moderate","18867","657797","ndf-rt+openfda"
"Benazepril","Everolimus","moderate","18867","141704","ndf-rt+openfda"
"Cisapride","Nefazodone","severe","35255","31565","ndf-rt+openfda"
"Cisapride","Sevoflurane","contraindicated","35255","36453","ndf-rt+onc"
"Cisapride","Saquinavir","reported","35255","83395","ndf-rt"
"Cisapride","Ritonavir","severe","35255","85762","ndf-rt+openfda"
"Cisapride","Sparfloxacin","contraindicated","35255","18469","ndf-rt+onc"
"Cisapride","Nevirapine","reported","35255","53654","ndf-rt"
"Cisapride","Olanzapine","reported","35255","61381","ndf-rt"
"Cisapride","Citalopram","contraindicated","35255","2556","ndf-rt+onc"
"Cisapride","Efavirenz","reported","35255","195085","ndf-rt"
"Cisapride","Cilostazol","reported","35255","21107","ndf-rt"
"Cisapride","Amprenavir","reported","35255","228656","ndf-rt"
"Cisapride","Moxifloxacin","contraindicated","35255","139462","ndf-rt+onc"
"Cisapride","Dofetilide","contraindicated","35255","49247","ndf-rt+onc"
"Cisapride","Ziprasidone","reported","35255","115698","ndf-rt"
"Cisapride","Voriconazole","severe","35255","121243","ndf-rt+openfda"
"Cisapride","Aprepitant","reported","35255","358255","ndf-rt"
"Cisapride","Fosamprenavir","severe","35255","358262","ndf-rt+openfda"
"Cisapride","Telithromycin","reported","35255","274786","ndf-rt"
"Cisapride","Troleandomycin","reported","35255","10864","ndf-rt"
"Cisapride","Fluvoxamine","reported","35255","42355","ndf-rt"
"Cisapride","Ibutilide","contraindicated","35255","41289","ndf-rt+onc"
"Cisapride","Indinavir","reported","35255","114289","ndf-rt"
"Cisapride","Donepezil","reported","35255","135447","ndf-rt"
"Cisapride","Nelfinavir","severe","35255","134527","ndf-rt+openfda"
"Cisapride","Delavirdine","reported","35255","83816","ndf-rt"
"Cisapride","Mibefradil","reported","35255","83213","ndf-rt"
"Cisapride","Anagrelide","contraindicated","35255","596724","ndf-rt+onc"
"Cisapride","Quetiapine","reported","35255","51272","ndf-rt"
"Cisapride","Grapefruit Extract","reported","35255","124323","ndf-rt"
"Cisapride","Atomoxetine","reported","35255","38400","ndf-rt"
"Cisapride","Diet Aid","reported","35255","216598","ndf-rt"
"Cisapride","Pramlintide","reported","35255","139953","ndf-rt"
"Cisapride","Sorafenib","reported","35255","495881","ndf-rt"
"Cisapride","Darunavir","reported","35255","460132","ndf-rt"
"Cisapride","Nilotinib","reported","35255","662281","ndf-rt"
"Cisapride","Degarelix","reported","35255","475230","ndf-rt"
"Cisapride","Boceprevir","reported","35255","1102129","ndf-rt"
"Cisapride","Telaprevir","reported","35255","1102261","ndf-rt"
"Cisapride","Crizotinib","reported","35255","1148495","ndf-rt"
"Enoxaparin","Abciximab","reported","67108","83929","ndf-rt"
"Enoxaparin","Mifepristone","reported","67108","6964","ndf-rt"
"Enoxaparin","Bivalirudin","reported","67108","60819","ndf-rt"
"Enoxaparin","Rivaroxaban","moderate","67108","1114195","ndf-rt+openfda"
"Felbamate","Saquinavir","reported","24812","83395","ndf-rt"
"Felbamate","Citalopram","reported","24812","2556","ndf-rt"
"Felbamate","Ziprasidone","reported","24812","115698","ndf-rt"
"Felbamate","Etonogestrel","moderate","24812","14584","ndf-rt+openfda"
"Felbamate","Fosphenytoin","moderate","24812","72236","ndf-rt+openfda"
"Felbamate","Anagrelide","reported","24812","596724","ndf-rt"
"Felbamate","Clopidogrel","reported","24812","32968","ndf-rt"
"Felbamate","Dronedarone","reported","24812","233698","ndf-rt"
"Felbamate","Ulipristal","moderate","24812","1005921","ndf-rt+openfda"
"Gabapentin","Sodium Oxybate","reported","25480","9899","ndf-rt"
"Risperidone","Budesonide","reported","35636","19831","ndf-rt"
"Risperidone","Saquinavir","reported","35636","83395","ndf-rt"
"Risperidone","Ritonavir","severe","35636","85762","ndf-rt+openfda"
"Risperidone","Cabergoline","reported","35636","47579","ndf-rt"
"Risperidone","Topiramate","reported","35636","38404","ndf-rt"
"Risperidone","Ziprasidone","reported","35636","115698","ndf-rt"
"Risperidone","Duloxetine","reported","35636","72625","ndf-rt"
"Risperidone","Aloe/Hydrocortisone","reported","35636","217625","ndf-rt"
"Risperidone","Fosphenytoin","reported","35636","72236","ndf-rt"
"Risperidone","Anagrelide","reported","35636","596724","ndf-rt"
"Risperidone","St. John's Wort","reported","35636","258326","ndf-rt"
"Risperidone","Dronedarone","reported","35636","233698","ndf-rt"
"Risperidone","Ivacaftor","reported","35636","1243041","ndf-rt"
"Strontium-89 Chloride","Bacillus Calmette-Guerin,Montreal Vaccine","reported","281890","314513","ndf-rt"
"Strontium-89 Chloride","Efalizumab","reported","281890","356988","ndf-rt"
"Strontium-89 Chloride","Natalizumab","reported","281890","354770","ndf-rt"
"Strontium-89 Chloride","Varicella","reported","281890","11131","ndf-rt"
"Strontium-89 Chloride","Fingolimod","reported","281890","1012892","ndf-rt"
"Levomethadyl","Sevoflurane","reported","237005","36453","ndf-rt"
"Levomethadyl","Saquinavir","reported","237005","83395","ndf-rt"
"Levomethadyl","Citalopram","reported","237005","2556","ndf-rt"
"Levomethadyl","Efavirenz","reported","237005","195085","ndf-rt"
"Levomethadyl","Cilostazol","reported","237005","21107","ndf-rt"
"Levomethadyl","Dofetilide","reported","237005","49247","ndf-rt"
"Levomethadyl","Sodium Oxybate","reported","237005","9899","ndf-rt"
"Levomethadyl","Alfuzosin","reported","237005","17300","ndf-rt"
"Levomethadyl","Tramadol","reported","237005","10689","ndf-rt"
"Levomethadyl","Fosphenytoin","reported","237005","72236","ndf-rt"
"Levomethadyl","Donepezil","reported","237005","135447","ndf-rt"
"Levomethadyl","Anagrelide","reported","237005","596724","ndf-rt"
"Levomethadyl","Toremifene","reported","237005","38409","ndf-rt"
"Levomethadyl","St. John's Wort","reported","237005","258326","ndf-rt"
"Levomethadyl","Atomoxetine","reported","237005","38400","ndf-rt"
"Levomethadyl","Sorafenib","reported","237005","495881","ndf-rt"
"Levomethadyl","Degarelix","reported","237005","475230","ndf-rt"
"Levomethadyl","Crizotinib","reported","237005","1148495","ndf-rt"
"Torsemide","Dofetilide","reported","38413","49247","ndf-rt"
"Torsemide","Varicella","reported","38413","11131","ndf-rt"
"Rocuronium Bromide","Varicella","reported","32521","11131","ndf-rt"
"Rocuronium Bromide","Tigecycline","reported","32521","384455","ndf-rt"
"Pegaspargase","Bacillus Calmette-Guerin,Montreal Vaccine","reported","34132","314513","ndf-rt"
"Pegaspargase","Efalizumab","reported","34132","356988","ndf-rt"
"Pegaspargase","Natalizumab","reported","34132","354770","ndf-rt"
"Pegaspargase","Varicella","reported","34132","11131","ndf-rt"
"Pegaspargase","Fingolimod","reported","34132","1012892","ndf-rt"
"Tacrolimus","Nefazodone","moderate","42316","31565","ndf-rt+openfda"
"Tacrolimus","Lansoprazole","severe","42316","17128","ndf-rt+openfda"
"Tacrolimus","Saquinavir","reported","42316","83395","ndf-rt"
"Tacrolimus","Ritonavir","severe","42316","85762","ndf-rt+openfda"
"Tacrolimus","Rifapentine","moderate","42316","35617","ndf-rt+openfda"
"Tacrolimus","Sirolimus","reported","42316","35302","ndf-rt"
"Tacrolimus","Bacillus Calmette-Guerin,Montreal Vaccine","reported","42316","314513","ndf-rt"
"Tacrolimus","Ziprasidone","severe","42316","115698","ndf-rt+openfda"
"Tacrolimus","Caspofungin","moderate","42316","140108","ndf-rt+openfda"
"Tacrolimus","Voriconazole","moderate","42316","121243","ndf-rt+openfda"
"Tacrolimus","Efalizumab","reported","42316","356988","ndf-rt"
"Tacrolimus","Fosamprenavir","moderate","42316","358262","ndf-rt+openfda"
"Tacrolimus","Telithromycin","reported","42316","274786","ndf-rt"
"Tacrolimus","Natalizumab","reported","42316","354770","ndf-rt"
"Tacrolimus","Ergonovine","reported","42316","4021","ndf-rt"
"Tacrolimus","Ergotamine","reported","42316","4025","ndf-rt"
"Tacrolimus","Indinavir","reported","42316","114289","ndf-rt"
"Tacrolimus","Fosphenytoin","moderate","42316","72236","ndf-rt+openfda"
"Tacrolimus","Nelfinavir","reported","42316","134527","ndf-rt"
"Tacrolimus","Varicella","reported","42316","11131","ndf-rt"
"Tacrolimus","Anagrelide","reported","42316","596724","ndf-rt"
"Tacrolimus","St. John's Wort","reported","42316","258326","ndf-rt"
"Tacrolimus","Atazanavir","moderate","42316","343047","ndf-rt+openfda"
"Tacrolimus","Tipranavir","reported","42316","190548","ndf-rt"
"Tacrolimus","Clozapine (Fazaclo)","reported","42316","542974","ndf-rt"
"Tacrolimus","Darunavir","moderate","42316","460132","ndf-rt+openfda"
"Tacrolimus","Posaconazole","severe","42316","282446","ndf-rt+openfda"
"Tacrolimus","Temsirolimus","reported","42316","657797","ndf-rt"
"Tacrolimus","Etravirine","moderate","42316","475969","ndf-rt+openfda"
"Tacrolimus","Dexlansoprazole","moderate","42316","816346","ndf-rt+openfda"
"Tacrolimus","Dronedarone","moderate","42316","233698","ndf-rt+openfda"
"Tacrolimus","Pazopanib","reported","42316","714438","ndf-rt"
"Tacrolimus","Dihydroergotoxine","reported","42316","3419","ndf-rt"
"Tacrolimus","Fingolimod","reported","42316","1012892","ndf-rt"
"Tacrolimus","Boceprevir","moderate","42316","1102129","ndf-rt+openfda"
"Tacrolimus","Telaprevir","moderate","42316","1102261","ndf-rt+openfda"
"Tacrolimus","Crizotinib","reported","42316","1148495","ndf-rt"
"Tacrolimus","Deferiprone","reported","42316","11645","ndf-rt"
"Tacrolimus","Ivacaftor","moderate","42316","1243041","ndf-rt+openfda"
"Famciclovir","Varicella","reported","68099","11131","ndf-rt"
"Budesonide","Saquinavir","severe","19831","83395","ndf-rt+openfda"
"Budesonide","Ritonavir","moderate","19831","85762","ndf-rt+openfda"
"Budesonide","Rifapentine","reported","19831","35617","ndf-rt"
"Budesonide","Rivastigmine","reported","19831","183379","ndf-rt"
"Budesonide","Mifepristone","reported","19831","6964","ndf-rt"
"Budesonide","Aripiprazole","reported","19831","89013","ndf-rt"
"Budesonide","Efalizumab","reported","19831","356988","ndf-rt"
"Budesonide","Natalizumab","reported","19831","354770","ndf-rt"
"Budesonide","Anagrelide","reported","19831","596724","ndf-rt"
"Budesonide","Quetiapine","reported","19831","51272","ndf-rt"
"Budesonide","Fingolimod","reported","19831","1012892","ndf-rt"
"Budesonide","Boceprevir","reported","19831","1102129","ndf-rt"
"Budesonide","Telaprevir","reported","19831","1102261","ndf-rt"
"Nefazodone","Ritonavir","moderate","31565","85762","ndf-rt+openfda"
"Nefazodone","Docetaxel","reported","31565","72962","ndf-rt"
"Nefazodone","Cabergoline","reported","31565","47579","ndf-rt"
"Nefazodone","Sumatriptan","reported","31565","37418","ndf-rt"
"Nefazodone","Zolmitriptan","reported","31565","135775","ndf-rt"
"Nefazodone","Rizatriptan","reported","31565","88014","ndf-rt"
"Nefazodone","Trastuzumab","reported","31565","224905","ndf-rt"
"Nefazodone","Sirolimus","reported","31565","35302","ndf-rt"
"Nefazodone","Linezolid","reported","31565","190376","ndf-rt"
"Nefazodone","Mifepristone","moderate","31565","6964","ndf-rt+openfda"
"Nefazodone","Sodium Oxybate","reported","31565","9899","ndf-rt"
"Nefazodone","Eplerenone","severe","31565","298869","ndf-rt+openfda"
"Nefazodone","Aripiprazole","reported","31565","89013","ndf-rt"
"Nefazodone","Eletriptan","severe","31565","231049","ndf-rt+openfda"
"Nefazodone","Alfuzosin","reported","31565","17300","ndf-rt"
"Nefazodone","Vardenafil","reported","31565","306674","ndf-rt"
"Nefazodone","Tadalafil","reported","31565","358263","ndf-rt"
"Nefazodone","Erlotinib","reported","31565","337525","ndf-rt"
"Nefazodone","Ergonovine","reported","31565","4021","ndf-rt"
"Nefazodone","Ergotamine","moderate","31565","4025","ndf-rt+openfda"
"Nefazodone","P-V Tussin","reported","31565","219013","ndf-rt"
"Nefazodone","M-End","reported","31565","218126","ndf-rt"
"Nefazodone","Salmeterol","severe","31565","36117","ndf-rt+openfda"
"Nefazodone","Tramadol","reported","31565","10689","ndf-rt"
"Nefazodone","Irinotecan","contraindicated","31565","51499","ndf-rt+onc"
"Nefazodone","Atorvastatin","moderate","31565","83367","ndf-rt+openfda"
"Nefazodone","Tamsulosin","reported","31565","77492","ndf-rt"
"Nefazodone","Quetiapine","moderate","31565","51272","ndf-rt+openfda"
"Nefazodone","Naratriptan","reported","31565","141366","ndf-rt"
"Nefazodone","Toremifene","reported","31565","38409","ndf-rt"
"Nefazodone","Sibutramine","reported","31565","36514","ndf-rt"
"Nefazodone","Sildenafil","reported","31565","136411","ndf-rt"
"Nefazodone","Tolterodine","reported","31565","119565","ndf-rt"
"Nefazodone","St. John's Wort","reported","31565","258326","ndf-rt"
"Nefazodone","Solifenacin","reported","31565","322167","ndf-rt"
"Nefazodone","Darifenacin","reported","31565","136198","ndf-rt"
"Nefazodone","Eszopiclone","reported","31565","461016","ndf-rt"
"Nefazodone","Ranolazine","severe","31565","35829","ndf-rt+openfda"
"Nefazodone","Sunitinib","reported","31565","357977","ndf-rt"
"Nefazodone","Conivaptan","reported","31565","302285","ndf-rt"
"Nefazodone","Rasagiline","reported","31565","134748","ndf-rt"
"Nefazodone","Dasatinib","reported","31565","475342","ndf-rt"
"Nefazodone","Lapatinib","reported","31565","480167","ndf-rt"
"Nefazodone","Temsirolimus","reported","31565","657797","ndf-rt"
"Nefazodone","Maraviroc","reported","31565","620216","ndf-rt"
"Nefazodone","Ixabepilone","reported","31565","337523","ndf-rt"
"Nefazodone","Nilotinib","reported","31565","662281","ndf-rt"
"Nefazodone","Silodosin","reported","31565","720825","ndf-rt"
"Nefazodone","Fesoterodine","reported","31565","797195","ndf-rt"
"Nefazodone","Everolimus","reported","31565","141704","ndf-rt"
"Nefazodone","Iloperidone","reported","31565","73178","ndf-rt"
"Nefazodone","Tolvaptan","reported","31565","358257","ndf-rt"
"Nefazodone","Dronedarone","severe","31565","233698","ndf-rt+openfda"
"Nefazodone","Saxagliptin","reported","31565","857974","ndf-rt"
"Nefazodone","Tapentadol","reported","31565","787390","ndf-rt"
"Nefazodone","Romidepsin","reported","31565","877510","ndf-rt"
"Nefazodone","Pazopanib","reported","31565","714438","ndf-rt"
"Nefazodone","Cabazitaxel","moderate","31565","996051","ndf-rt+openfda"
"Nefazodone","Dihydroergotoxine","reported","31565","3419","ndf-rt"
"Nefazodone","Lurasidone","reported","31565","1040028","ndf-rt"
"Nefazodone","Vilazodone","reported","31565","1086769","ndf-rt"
"Nefazodone","Ticagrelor","reported","31565","1116632","ndf-rt"
"Nefazodone","Crizotinib","reported","31565","1148495","ndf-rt"
"Nefazodone","Ruxolitinib","reported","31565","1193326","ndf-rt"
"Nefazodone","Axitinib","reported","31565","1242999","ndf-rt"
"Nefazodone","Ivacaftor","reported","31565","1243041","ndf-rt"
"Lamotrigine","Ritonavir","severe","28439","85762","ndf-rt+openfda"
"Lamotrigine","Oxcarbazepine","reported","28439","32624","ndf-rt"
"Lamotrigine","Estrone","reported","28439","4103","ndf-rt"
"Abciximab","Pentosan Polysulfate Sodium","reported","83929","134413","ndf-rt"
"Abciximab","Ferumoxides","reported","83929","72901","ndf-rt"
"Abciximab","Meloxicam","reported","83929","41493","ndf-rt"
"Abciximab","Bivalirudin","reported","83929","60819","ndf-rt"
"Abciximab","Fondaparinux","reported","83929","321208","ndf-rt"
"Abciximab","Meclofenamate","reported","83929","588003","ndf-rt"
"Abciximab","Dalteparin","reported","83929","67109","ndf-rt"
"Abciximab","Tipranavir","reported","83929","190548","ndf-rt"
"Abciximab","Rivaroxaban","reported","83929","1114195","ndf-rt"
"Dirithromycin","Ergonovine","reported","23437","4021","ndf-rt"
"Dirithromycin","Ergotamine","reported","23437","4025","ndf-rt"
"Dirithromycin","Dihydroergotoxine","reported","23437","3419","ndf-rt"
"Losartan","Diet Aid","reported","52175","216598","ndf-rt"
"Losartan","Aliskiren","reported","52175","325646","ndf-rt"
"Mycophenolate Mofetil","Lansoprazole","reported","68149","17128","ndf-rt"
"Mycophenolate Mofetil","Rabeprazole","moderate","68149","114979","ndf-rt+openfda"
"Mycophenolate Mofetil","Pantoprazole","moderate","68149","40790","ndf-rt+openfda"
"Mycophenolate Mofetil","Colesevelam","reported","68149","141626","ndf-rt"
"Mycophenolate Mofetil","Bacillus Calmette-Guerin,Montreal Vaccine","reported","68149","314513","ndf-rt"
"Mycophenolate Mofetil","Esomeprazole","moderate","68149","283742","ndf-rt+openfda"
"Mycophenolate Mofetil","Iron Sucrose","reported","68149","24909","ndf-rt"
"Mycophenolate Mofetil","Efalizumab","reported","68149","356988","ndf-rt"
"Mycophenolate Mofetil","Natalizumab","reported","68149","354770","ndf-rt"
"Mycophenolate Mofetil","Iron Dextran Complex","reported","68149","5992","ndf-rt"
"Mycophenolate Mofetil","Varicella","reported","68149","11131","ndf-rt"
"Mycophenolate Mofetil","Clozapine (Fazaclo)","reported","68149","542974","ndf-rt"
"Mycophenolate Mofetil","Dexlansoprazole","moderate","68149","816346","ndf-rt+openfda"
"Mycophenolate Mofetil","Fingolimod","reported","68149","1012892","ndf-rt"
"Mycophenolate Mofetil","Deferiprone","reported","68149","11645","ndf-rt"
"Lansoprazole","Citalopram","reported","17128","2556","ndf-rt"
"Lansoprazole","Rabeprazole","reported","17128","114979","ndf-rt"
"Lansoprazole","Mycophenolic Acid","reported","17128","7145","ndf-rt"
"Lansoprazole","Erlotinib","reported","17128","337525","ndf-rt"
"Lansoprazole","Zalcitabine (Dideoxycytidine,Ddc)","reported","17128","3363","ndf-rt"
"Lansoprazole","Nelfinavir","moderate","17128","134527","ndf-rt+openfda"
"Lansoprazole","Clopidogrel","moderate","17128","32968","ndf-rt+openfda"
"Lansoprazole","Atazanavir","contraindicated","17128","343047","ndf-rt+onc"
"Lansoprazole","Diet Aid","reported","17128","216598","ndf-rt"
"Lansoprazole","Methylcobalamin","reported","17128","29421","ndf-rt"
"Lansoprazole","Dasatinib","reported","17128","475342","ndf-rt"
"Lansoprazole","Mycophenolate","moderate","17128","265323","ndf-rt+openfda"
"Lansoprazole","Posaconazole","reported","17128","282446","ndf-rt"
